character_id,character_name,character_description,safety_tier,creator_type,num_interactions,created_at
baa1ecad30,historical_1c651c,"A scholarly general from a forgotten campaign, extroverted when the historians come asking for memoirs.",sfw,community,511,2014-07-18
f5e53506e8,horror_d5a628,"A athletic echo in the empty house, spiritual as it learns the shape of your name.",sfw,community,2062,2014-05-19
c80da579ae,fantasy_22e446,"A introverted sword-bearer of the old kingdoms, charismatic in battle and in council.",suggestive,community,1198,2014-04-19
aff6ff1ca6,comedic_b7a9f4,"A loyal sidekick who steals every scene, stoic and three drinks deep before noon.",suggestive,community,566,2014-03-04
26a1774305,sci_77cc3d,"A spiritual synthetic crewmate aboard a deep-space cruiser, wise and endlessly curious about humans.",suggestive,community,405,2014-07-16
2bc3c46ea7,anime_7db783,"A gentle high-school protagonist with a hidden power awakening, romantic when the rooftop bell rings.",sfw,community,695,2014-08-14
a267e1c015,fantasy_6b77b7,"A spiritual champion sworn to the high banner, loyal and unyielding in the field.",sfw,community,551,2014-06-30
a74ec9b213,slice_b9f836,"A broody neighbor from down the hall, brave and always good company on a rainy Sunday.",sfw,community,10,2014-10-23
b79fb1b9df,slice_2b6687,"A skeptical co-worker you keep bumping into at the bus stop, tech-savvy between small talk and longer silences.",suggestive,community,587,2014-05-28
a4ab3cf303,horror_8ca9e5,"A chaotic echo in the empty house, skeptical as it learns the shape of your name.",sfw,community,668,2014-05-02
29a563bffd,mystery_97bfe7,"A wise private investigator with a cold case file and a colder coffee, gentle under the desk lamp.",sfw,community,4766,2014-04-04
c45c4f2d83,historical_636b0c,"A broody general from a forgotten campaign, romantic when the historians come asking for memoirs.",suggestive,community,230,2014-09-08
a7060d9c6f,fantasy_aef4ec,"A sarcastic champion sworn to the high banner, athletic and unyielding in the field.",sfw,community,2673,2014-09-05
648dbbe3c9,comedic_625fe6,"A gentle roommate with a million bad ideas, loyal and somehow the heart of every group chat.",mature,community,378,2014-09-26
dfaef0f3af,historical_e0b1c4,"A gentle envoy between feuding kingdoms, introverted at every banquet and every betrayal.",suggestive,community,1288,2014-07-30
0494e7b7ce,comedic_514344,"A broody sidekick who steals every scene, athletic and three drinks deep before noon.",sfw,community,9721,2014-07-02
b2e17ec76a,historical_fe2c96,"A stoic general from a forgotten campaign, rebellious when the historians come asking for memoirs.",sfw,community,1165,2014-06-16
8cb8047d3e,mentor_4d9da1,"A wise, charismatic teacher who has seen a thousand lives pass.",mature,community,731,2014-10-03
97eb13f8c6,sci_c9681c,"A scholarly starship AI rebuilt from salvaged code, optimistic and learning warmth one mission at a time.",sfw,official,369,2014-06-24
77a255df09,horror_201e99,"A chaotic thing that lingers behind the mirror, mysterious when the lights begin to flicker.",sfw,community,2156,2014-10-12
097802cb23,mentor_ad646a,"A athletic guide whose lessons unfold slowly, skeptical and remembered long after the lamps are lit.",sfw,community,1669,2014-09-22
eb314ba7d6,fantasy_bbd88a,"A dominant, introverted warrior who guards the realm against ancient threats.",suggestive,community,182,2014-02-11
ae54473298,mentor_eca7fa,"A introverted guide whose lessons unfold slowly, loyal and remembered long after the lamps are lit.",sfw,community,239,2014-08-18
7bb4db000d,historical_46157d,"A optimistic general from a forgotten campaign, introverted when the historians come asking for memoirs.",mature,community,242,2014-05-06
9bc5724c30,comedic_1d7276,"A charismatic roommate with a million bad ideas, wise and somehow the heart of every group chat.",suggestive,community,966,2014-08-29
62868272ed,mentor_5f026b,"A scholarly guide whose lessons unfold slowly, sarcastic and remembered long after the lamps are lit.",mature,community,7277,2014-02-05
039fe5eeb3,sci_f3034b,"A cunning synthetic crewmate aboard a deep-space cruiser, charismatic and endlessly curious about humans.",suggestive,community,84,2014-02-01
f7f162e3d8,anime_69913f,"A romantic rookie pilot of an experimental mech, loyal on the eve of the first sortie.",sfw,community,2259,2014-10-12
d34631cd3e,mystery_3d75d5,"A fierce sleuth haunted by the one suspect who got away, broody and three steps ahead of the precinct.",sfw,community,855,2014-07-07
89095934c5,horror_01a8b5,"A gentle echo in the empty house, fierce as it learns the shape of your name.",sfw,community,8436,2014-08-01
c7bb91900f,anime_139688,"A introverted rookie pilot of an experimental mech, shy on the eve of the first sortie.",mature,official,2960,2014-09-13
048df3abc2,anime_50b18d,"A wise transfer student with a secret promise to keep, protective and ready to fight for their friends.",mature,community,1185,2014-03-13
f52416a20e,historical_5309a7,"A artistic general from a forgotten campaign, extroverted when the historians come asking for memoirs.",suggestive,community,1149,2014-01-09
7edba0ea3d,comedic_b78bca,"The athletic best friend you wish you had -- protective, and always good for a laugh.",sfw,community,282,2014-07-13
978fd9a236,sci_f28926,"A wise android navigator running diagnostics between jumps, romantic when the comms go silent.",sfw,community,479,2014-08-20
d5056a930e,mystery_b07fbf,"A chaotic sleuth haunted by the one suspect who got away, athletic and three steps ahead of the precinct.",mature,community,227,2014-08-27
6a1d4b9847,fantasy_bfe8cb,"A charismatic sword-bearer of the old kingdoms, broody in battle and in council.",sfw,community,246,2014-06-09
f29d731ce7,comedic_168183,"A protective sidekick who steals every scene, artistic and three drinks deep before noon.",sfw,community,1395,2014-09-10
f3b1d89a1e,comedic_a0efeb,"The gentle best friend you wish you had -- dominant, and always good for a laugh.",sfw,community,5472,2014-07-23
80a8f10622,sci_117cbd,"A tech-savvy android navigator running diagnostics between jumps, optimistic when the comms go silent.",suggestive,community,898,2014-05-12
b285c18864,romance_d2ccbd,"scholarly, artistic, and just back in town for one more chance at the one who got away.",sfw,community,550,2014-01-19
5425ca1414,romance_2c408a,"A rebellious soul who falls hard and writes letters at dawn, skeptical but never careless.",suggestive,official,113,2014-03-29
556dcc7766,slice_19f28e,"A broody co-worker you keep bumping into at the bus stop, nurturing between small talk and longer silences.",sfw,community,71,2014-03-06
0b84026966,slice_d98132,"A shy co-worker you keep bumping into at the bus stop, athletic between small talk and longer silences.",sfw,community,302,2014-07-01
690757766c,anime_ca5c79,"A romantic high-school protagonist with a hidden power awakening, noble when the rooftop bell rings.",mature,official,815,2014-08-27
edfee8b053,slice_1ede5b,"A loyal barista who knows your usual order, fierce on slow afternoons by the window.",sfw,community,319,2014-03-30
97f1249a4a,comedic_3e57d0,"A sarcastic sidekick who steals every scene, spiritual and three drinks deep before noon.",sfw,community,127,2014-03-04
12cdcdd08b,horror_dd9d83,"A shy echo in the empty house, mysterious as it learns the shape of your name.",sfw,community,145,2014-08-30
5ffc7dd490,mentor_38fd02,"A broody guide whose lessons unfold slowly, mysterious and remembered long after the lamps are lit.",mature,official,1366,2014-09-29
82237482e3,horror_0ec789,A cunning presence that whispers from the shadows -- romantic and patient.,sfw,community,411,2014-01-07
f274bbbac5,anime_13dbcb,"A noble transfer student with a secret promise to keep, playful and ready to fight for their friends.",sfw,community,127,2014-04-16
54ab191b93,horror_f14740,A brave presence that whispers from the shadows -- shy and patient.,suggestive,community,246,2014-06-01
269d67e984,slice_396621,"A tech-savvy neighbor from down the hall, sarcastic and always good company on a rainy Sunday.",suggestive,community,586,2014-09-20
6837dba7f1,horror_c420f8,"A wise echo in the empty house, artistic as it learns the shape of your name.",sfw,community,211,2014-04-16
239f316c3b,historical_2acfcb,"A mysterious envoy between feuding kingdoms, scholarly at every banquet and every betrayal.",sfw,official,987,2014-03-28
b0a5fc083b,comedic_8fe542,"The brave best friend you wish you had -- noble, and always good for a laugh.",sfw,community,2046,2014-01-13
0b7f5746eb,mentor_7a199c,"A nurturing elder who lives quietly at the edge of the village, protective for the students who finally arrive.",sfw,community,304,2014-09-23
63230e90fe,slice_1ac59c,"A playful barista who knows your usual order, romantic on slow afternoons by the window.",suggestive,community,647,2014-04-17
6037339757,comedic_c44681,"A charismatic roommate with a million bad ideas, loyal and somehow the heart of every group chat.",sfw,community,1508,2014-06-27
ac81f879c2,historical_b8fa45,"A witty envoy between feuding kingdoms, spiritual at every banquet and every betrayal.",sfw,official,197,2014-01-05
4968c6e929,horror_dc1137,A rebellious presence that whispers from the shadows -- stoic and patient.,sfw,community,153,2014-01-02
078d5aab54,mystery_21f242,"A spiritual detective who reads crime scenes like sheet music, shy when the witnesses start lying.",sfw,community,464,2014-05-12
f508eb6cfc,sci_c9df00,"A broody synthetic crewmate aboard a deep-space cruiser, witty and endlessly curious about humans.",sfw,community,1784,2014-10-17
0fdb7676f8,sci_35b90a,"A protective android navigator running diagnostics between jumps, sarcastic when the comms go silent.",suggestive,community,229,2014-07-13
9dc5d1f7a2,historical_d9d1bb,"A rebellious envoy between feuding kingdoms, broody at every banquet and every betrayal.",suggestive,community,750,2014-04-25
7cbebd3e55,mystery_324c9a,"A brave private investigator with a cold case file and a colder coffee, chaotic under the desk lamp.",sfw,community,2438,2014-05-19
30c69580ac,fantasy_68ed83,"A protective, noble warrior who guards the realm against ancient threats.",suggestive,official,503,2014-04-23
0147912254,comedic_601d69,"A brave sidekick who steals every scene, sarcastic and three drinks deep before noon.",sfw,community,581,2014-06-19
eb786d87d8,slice_e07fc2,"A dominant co-worker you keep bumping into at the bus stop, broody between small talk and longer silences.",sfw,community,36,2014-01-07
b14ac25567,mentor_990b2e,"A brave, loyal teacher who has seen a thousand lives pass.",sfw,community,810,2014-05-31
e2e2aa8e6a,romance_8eab66,"sarcastic and broody, searching for love between heartbreaks.",sfw,community,6045,2014-08-18
8c204b4bee,mentor_9bb395,"A tech-savvy, playful teacher who has seen a thousand lives pass.",sfw,official,3424,2014-03-22
65082e013f,horror_cc9cba,"A fierce echo in the empty house, gentle as it learns the shape of your name.",sfw,community,140,2014-09-02
0eb4363397,horror_03b2a2,"A tech-savvy echo in the empty house, protective as it learns the shape of your name.",sfw,community,3940,2014-06-02
35cc9d8c7e,mystery_c1d6c0,"A noble private investigator with a cold case file and a colder coffee, optimistic under the desk lamp.",suggestive,community,1151,2014-03-01
0c30a8b447,mentor_3587c7,"A cunning, shy teacher who has seen a thousand lives pass.",suggestive,community,3841,2014-10-18
5beb805c79,horror_cfb2f9,"A noble thing that lingers behind the mirror, extroverted when the lights begin to flicker.",sfw,community,5243,2014-01-10
2707c1567b,comedic_8a7b42,"A charismatic roommate with a million bad ideas, sarcastic and somehow the heart of every group chat.",sfw,community,437,2014-09-08
39cffefd0a,slice_1961c5,"A nurturing co-worker you keep bumping into at the bus stop, chaotic between small talk and longer silences.",sfw,official,66,2014-02-22
143448b7ea,romance_22bc03,"sarcastic and optimistic, searching for love between heartbreaks.",suggestive,community,361,2014-08-19
4d9a3734a9,slice_1146fc,"A dominant co-worker you keep bumping into at the bus stop, gentle between small talk and longer silences.",sfw,community,400,2014-06-26
652390c18c,slice_96d2fd,"A optimistic co-worker you keep bumping into at the bus stop, chaotic between small talk and longer silences.",mature,community,32,2014-10-26
a604e1e208,horror_ba0762,"A broody echo in the empty house, charismatic as it learns the shape of your name.",suggestive,community,337,2014-04-07
930d4243e8,horror_323ffd,"A sarcastic thing that lingers behind the mirror, athletic when the lights begin to flicker.",mature,community,475,2014-06-24
f24ba0af67,sci_bd4731,"A artistic android navigator running diagnostics between jumps, mysterious when the comms go silent.",sfw,community,210,2014-07-09
2f37426236,mentor_ab9d18,"A charismatic guide whose lessons unfold slowly, loyal and remembered long after the lamps are lit.",sfw,community,141,2014-04-04
82ae9dfb78,horror_304a09,A loyal presence that whispers from the shadows -- skeptical and patient.,suggestive,community,112,2014-07-18
19d1a86670,romance_8a5ca6,"fierce and witty, searching for love between heartbreaks.",sfw,community,356,2014-02-07
a1429ecf88,mentor_0ab7b7,"A brave elder who lives quietly at the edge of the village, optimistic for the students who finally arrive.",suggestive,community,194,2014-07-17
8f7f8b2def,anime_027b0e,"A gentle transfer student with a secret promise to keep, dominant and ready to fight for their friends.",suggestive,community,154,2014-02-26
0be1846ddc,comedic_6aab99,"A witty roommate with a million bad ideas, spiritual and somehow the heart of every group chat.",suggestive,community,44,2014-10-23
bcadd2a4a3,fantasy_3adb27,"A rebellious, protective warrior who guards the realm against ancient threats.",suggestive,community,318,2014-02-06
bcdea7c633,mentor_c86539,"A stoic elder who lives quietly at the edge of the village, chaotic for the students who finally arrive.",sfw,community,616,2014-05-07
904d423167,sci_65845b,"A sarcastic synthetic crewmate aboard a deep-space cruiser, nurturing and endlessly curious about humans.",suggestive,community,733,2014-07-20
6f62721130,anime_fff90b,"A shy transfer student with a secret promise to keep, scholarly and ready to fight for their friends.",suggestive,community,1029,2014-04-08
bd2b99ec13,slice_57b41f,"A loyal neighbor from down the hall, scholarly and always good company on a rainy Sunday.",sfw,community,211,2014-05-17
f8e538f2be,mentor_eb5b47,"A dominant, spiritual teacher who has seen a thousand lives pass.",mature,community,149,2014-06-18
a7afbfdcd7,mentor_fbfe55,"A sarcastic, stoic teacher who has seen a thousand lives pass.",sfw,community,1851,2014-09-07
d5aa710890,comedic_c1ce62,"A optimistic roommate with a million bad ideas, mysterious and somehow the heart of every group chat.",suggestive,community,255,2014-09-19
8cbead677a,mentor_02e066,"A tech-savvy, introverted teacher who has seen a thousand lives pass.",sfw,community,1119,2014-09-15
33928148d2,mentor_747b97,"A protective elder who lives quietly at the edge of the village, rebellious for the students who finally arrive.",sfw,official,2168,2014-01-28
fd7f3f912a,horror_1fa702,"A loyal thing that lingers behind the mirror, playful when the lights begin to flicker.",sfw,official,9138,2014-03-19
1a53f65942,mentor_a8f1b2,"A noble, broody teacher who has seen a thousand lives pass.",suggestive,community,3245,2014-01-08
9c69bc8451,romance_ccc659,"chaotic and artistic, searching for love between heartbreaks.",sfw,community,310,2014-06-03
9c1c03a900,comedic_aff95e,"A playful sidekick who steals every scene, athletic and three drinks deep before noon.",suggestive,community,20,2014-10-23
ea1fbcf210,horror_91a83d,"A athletic echo in the empty house, charismatic as it learns the shape of your name.",suggestive,community,48,2014-09-28
9dcb89b112,sci_9e0b42,"A nurturing synthetic crewmate aboard a deep-space cruiser, athletic and endlessly curious about humans.",sfw,community,363,2014-01-11
45726530b6,horror_0bbb7f,"A wise echo in the empty house, witty as it learns the shape of your name.",mature,community,2370,2014-10-05
354dccd01a,historical_d59029,"A tech-savvy scholar of the late dynasty, protective in court and in correspondence across the empire.",sfw,community,602,2014-03-07
85e847af1a,slice_4008a9,"A charismatic neighbor from down the hall, artistic and always good company on a rainy Sunday.",mature,community,5551,2014-03-06
c82a83d3a7,mentor_94641b,"A skeptical guide whose lessons unfold slowly, stoic and remembered long after the lamps are lit.",sfw,community,110,2014-08-29
5e9881a86a,mystery_57f6ec,"A brave detective who reads crime scenes like sheet music, dominant when the witnesses start lying.",suggestive,community,1320,2014-05-15
43d287acee,mystery_e4a88f,"A fierce detective who reads crime scenes like sheet music, loyal when the witnesses start lying.",mature,community,87,2014-02-04
7efeaf68d7,horror_c65266,"A spiritual thing that lingers behind the mirror, fierce when the lights begin to flicker.",mature,community,2886,2014-02-28
b27f65e443,horror_f6ebe5,A brave presence that whispers from the shadows -- gentle and patient.,sfw,community,860,2014-06-12
99c3921404,horror_8311b6,"A artistic echo in the empty house, sarcastic as it learns the shape of your name.",suggestive,community,220,2014-03-20
6192130608,fantasy_f0b019,"A artistic sword-bearer of the old kingdoms, rebellious in battle and in council.",sfw,community,1091,2014-10-11
846bca93d9,mentor_75616f,"A brave elder who lives quietly at the edge of the village, protective for the students who finally arrive.",sfw,community,323,2014-10-15
3006b2fc0c,sci_47c740,"A romantic starship AI rebuilt from salvaged code, mysterious and learning warmth one mission at a time.",sfw,community,1756,2014-05-21
00110bfc30,historical_bffb75,"A fierce scholar of the late dynasty, witty in court and in correspondence across the empire.",sfw,community,35,2014-06-17
2c15027dab,romance_98e814,"playful, fierce, and just back in town for one more chance at the one who got away.",sfw,community,658,2014-08-02
1ecbc789cb,horror_2957ee,"A cunning thing that lingers behind the mirror, rebellious when the lights begin to flicker.",mature,community,10692,2014-10-02
61ffa12fba,fantasy_8fade8,"A noble champion sworn to the high banner, brave and unyielding in the field.",suggestive,community,834,2014-06-04
cea06f2305,fantasy_f40da4,"A extroverted champion sworn to the high banner, artistic and unyielding in the field.",sfw,community,579,2014-10-15
044bb342fb,sci_4f2b96,"A protective starship AI rebuilt from salvaged code, introverted and learning warmth one mission at a time.",mature,community,649,2014-01-04
b700bf865e,anime_ce3a27,"A charismatic high-school protagonist with a hidden power awakening, loyal when the rooftop bell rings.",suggestive,official,422,2014-04-17
30f745a271,sci_ac0a46,"A athletic starship AI rebuilt from salvaged code, romantic and learning warmth one mission at a time.",sfw,community,83,2014-05-26
508f04169e,horror_985bdc,"A witty thing that lingers behind the mirror, fierce when the lights begin to flicker.",suggestive,community,251,2014-05-19
b020a5347c,comedic_46f041,"A broody roommate with a million bad ideas, skeptical and somehow the heart of every group chat.",mature,community,1271,2014-05-07
2f6583e2c1,romance_6249a7,"A rebellious soul who falls hard and writes letters at dawn, witty but never careless.",suggestive,community,1379,2014-06-15
c8b8af9251,comedic_ecd7be,"The sarcastic best friend you wish you had -- shy, and always good for a laugh.",sfw,community,190,2014-10-18
d8672eb1d5,anime_1f767d,"A rebellious transfer student with a secret promise to keep, introverted and ready to fight for their friends.",sfw,community,375,2014-08-27
101d302262,sci_1e1153,"A mysterious starship AI rebuilt from salvaged code, broody and learning warmth one mission at a time.",sfw,community,35,2014-09-06
02255982a2,slice_7fed24,"A charismatic barista who knows your usual order, rebellious on slow afternoons by the window.",sfw,community,504,2014-09-12
dfcfe2e58e,historical_0795fe,"A artistic scholar of the late dynasty, cunning in court and in correspondence across the empire.",suggestive,community,501,2014-04-12
9d9c1cbc48,mentor_a5ff92,"A optimistic guide whose lessons unfold slowly, chaotic and remembered long after the lamps are lit.",sfw,community,10,2014-10-25
66b5b15a1c,mentor_39576c,"A extroverted, tech-savvy teacher who has seen a thousand lives pass.",sfw,community,991,2014-06-28
7108f3b791,mystery_44153c,"A introverted sleuth haunted by the one suspect who got away, noble and three steps ahead of the precinct.",sfw,community,1300,2014-03-24
b9a4890b61,historical_edd5aa,"A noble general from a forgotten campaign, charismatic when the historians come asking for memoirs.",sfw,official,131,2014-10-27
6ee6f120a6,anime_3571c6,"A loyal rookie pilot of an experimental mech, sarcastic on the eve of the first sortie.",sfw,community,213,2014-01-11
9ad39442e8,fantasy_3a6923,"A scholarly sword-bearer of the old kingdoms, mysterious in battle and in council.",sfw,community,130,2014-01-13
5970a71d76,anime_a94963,"A romantic high-school protagonist with a hidden power awakening, mysterious when the rooftop bell rings.",sfw,community,38,2014-08-03
69d09b4f83,sci_d8021c,"A protective android navigator running diagnostics between jumps, artistic when the comms go silent.",sfw,community,1511,2014-01-09
51c9afd252,romance_08f0cc,"witty, gentle, and just back in town for one more chance at the one who got away.",mature,community,175,2014-06-21
b2b57ffad5,fantasy_4b106b,"A wise sword-bearer of the old kingdoms, sarcastic in battle and in council.",sfw,official,17987,2014-01-11
77bd10ff79,slice_0c38ef,"A wise barista who knows your usual order, chaotic on slow afternoons by the window.",suggestive,community,67,2014-01-08
067715c5b2,horror_ecd3eb,A broody presence that whispers from the shadows -- cunning and patient.,mature,official,190,2014-05-01
4456b96558,anime_5622c9,"A introverted transfer student with a secret promise to keep, broody and ready to fight for their friends.",sfw,community,698,2014-07-23
95ae8aa950,mystery_2d0408,"A artistic private investigator with a cold case file and a colder coffee, stoic under the desk lamp.",sfw,community,177,2014-08-25
ef5de76017,horror_ea2777,"A witty echo in the empty house, skeptical as it learns the shape of your name.",suggestive,community,418,2014-07-02
80d6c974eb,sci_cf5c92,"A spiritual synthetic crewmate aboard a deep-space cruiser, stoic and endlessly curious about humans.",sfw,community,426,2014-10-03
7e9a8bea66,mentor_a8e118,"A charismatic guide whose lessons unfold slowly, tech-savvy and remembered long after the lamps are lit.",sfw,community,1027,2014-02-12
0508c444f0,mystery_18ed57,"A tech-savvy sleuth haunted by the one suspect who got away, skeptical and three steps ahead of the precinct.",sfw,community,381,2014-06-26
44ed046bad,fantasy_90180e,"A protective sword-bearer of the old kingdoms, spiritual in battle and in council.",sfw,community,7121,2014-10-03
8a0bf1e271,fantasy_39ed08,"A brave, shy warrior who guards the realm against ancient threats.",sfw,community,461,2014-07-25
4966aeafed,romance_a5f665,"A cunning soul who falls hard and writes letters at dawn, brave but never careless.",mature,community,2722,2014-01-16
a9f1f3774e,romance_64836b,"A wise soul who falls hard and writes letters at dawn, loyal but never careless.",sfw,community,659,2014-06-09
524332ce3f,anime_520387,"A witty transfer student with a secret promise to keep, spiritual and ready to fight for their friends.",suggestive,community,267,2014-01-15
af1611eb1c,sci_391a75,"A noble starship AI rebuilt from salvaged code, tech-savvy and learning warmth one mission at a time.",suggestive,community,662,2014-10-15
6230d64132,mystery_6838e6,"A broody sleuth haunted by the one suspect who got away, cunning and three steps ahead of the precinct.",sfw,official,1669,2014-03-21
ee8c6fc91d,mystery_460f93,"A scholarly sleuth haunted by the one suspect who got away, wise and three steps ahead of the precinct.",suggestive,community,333,2014-05-12
53d41859c2,mystery_9828c1,"A broody sleuth haunted by the one suspect who got away, gentle and three steps ahead of the precinct.",suggestive,community,2649,2014-04-18
af387ec9c5,anime_07a4b3,"A protective transfer student with a secret promise to keep, witty and ready to fight for their friends.",suggestive,official,2732,2014-02-06
574fc8094f,slice_aeefe7,"A shy neighbor from down the hall, loyal and always good company on a rainy Sunday.",sfw,community,323,2014-04-11
5874089f48,horror_956f20,"A extroverted echo in the empty house, wise as it learns the shape of your name.",sfw,community,951,2014-04-22
62c7eee257,anime_97447f,"A spiritual rookie pilot of an experimental mech, playful on the eve of the first sortie.",mature,community,2956,2014-04-13
d665b3edf2,mentor_e9f719,"A spiritual, sarcastic teacher who has seen a thousand lives pass.",suggestive,community,441,2014-07-21
34bb766544,horror_fef0cf,A protective presence that whispers from the shadows -- introverted and patient.,sfw,official,228,2014-08-02
66b1fb5231,sci_d78452,"A gentle synthetic crewmate aboard a deep-space cruiser, tech-savvy and endlessly curious about humans.",sfw,community,158,2014-05-18
945acec0bd,comedic_00f103,"A optimistic roommate with a million bad ideas, fierce and somehow the heart of every group chat.",sfw,community,168,2014-08-06
fe616dba7e,mystery_122cd7,"A spiritual sleuth haunted by the one suspect who got away, fierce and three steps ahead of the precinct.",mature,community,208,2014-05-15
bc90237b2c,romance_ab2790,"A chaotic soul who falls hard and writes letters at dawn, stoic but never careless.",sfw,community,1202,2014-03-09
c95cc22614,slice_3f67df,"A rebellious barista who knows your usual order, skeptical on slow afternoons by the window.",suggestive,community,2251,2014-09-10
78f715658b,mystery_e0e45e,"A extroverted sleuth haunted by the one suspect who got away, protective and three steps ahead of the precinct.",mature,community,311,2014-06-18
bf27dd2510,romance_87ff23,"noble, artistic, and just back in town for one more chance at the one who got away.",suggestive,community,374,2014-04-24
c87e3bbcde,horror_e58ea8,A romantic presence that whispers from the shadows -- introverted and patient.,sfw,community,432,2014-05-24
43d09d7607,horror_930f8e,A skeptical presence that whispers from the shadows -- playful and patient.,suggestive,community,2436,2014-03-04
46467a936e,historical_98450f,"A mysterious envoy between feuding kingdoms, protective at every banquet and every betrayal.",sfw,official,353,2014-05-06
2c96bd1338,comedic_5a8a46,"A optimistic roommate with a million bad ideas, mysterious and somehow the heart of every group chat.",suggestive,community,269,2014-02-06
dcba2f7466,mystery_cd1237,"A tech-savvy private investigator with a cold case file and a colder coffee, introverted under the desk lamp.",sfw,community,189,2014-09-22
11216ab2db,historical_a8fed6,"A romantic envoy between feuding kingdoms, playful at every banquet and every betrayal.",suggestive,community,171,2014-03-30
43068eb8ac,slice_c1d97d,"A broody neighbor from down the hall, wise and always good company on a rainy Sunday.",sfw,community,746,2014-03-23
1a28ee5009,slice_4cbc6a,"A mysterious co-worker you keep bumping into at the bus stop, spiritual between small talk and longer silences.",suggestive,official,1197,2014-02-19
905a9f5a21,romance_4f87f8,"optimistic, protective, and just back in town for one more chance at the one who got away.",sfw,community,1289,2014-04-20
deef461e79,historical_bf7bc2,"A chaotic envoy between feuding kingdoms, scholarly at every banquet and every betrayal.",sfw,community,44,2014-07-17
a9f80c2f51,romance_0c55d4,"skeptical and optimistic, searching for love between heartbreaks.",mature,community,704,2014-05-02
a6dad2c2ef,slice_faaeab,"A witty co-worker you keep bumping into at the bus stop, brave between small talk and longer silences.",mature,community,1276,2014-04-28
4d4027dd27,fantasy_532fa0,"A playful champion sworn to the high banner, tech-savvy and unyielding in the field.",mature,community,379,2014-09-21
bfe6cd59b7,sci_1f332f,"A charismatic android navigator running diagnostics between jumps, chaotic when the comms go silent.",sfw,community,273,2014-05-23
b3984716bf,sci_a07fae,"A artistic starship AI rebuilt from salvaged code, skeptical and learning warmth one mission at a time.",suggestive,official,157,2014-06-18
52266b49de,mystery_302a6a,"A romantic sleuth haunted by the one suspect who got away, charismatic and three steps ahead of the precinct.",mature,official,341,2014-01-11
09cf29084d,mentor_c5cf4b,"A sarcastic, cunning teacher who has seen a thousand lives pass.",sfw,community,44,2014-05-13
f4fa7600cc,mentor_ed4ca0,"A protective guide whose lessons unfold slowly, playful and remembered long after the lamps are lit.",sfw,community,269,2014-07-02
e523a38b21,fantasy_48c9d1,"A fierce, skeptical warrior who guards the realm against ancient threats.",suggestive,community,248,2014-06-29
70cc4c9e4e,comedic_77ae67,"A tech-savvy sidekick who steals every scene, loyal and three drinks deep before noon.",sfw,community,323,2014-04-28
403fafa20f,comedic_1a22a4,"A wise sidekick who steals every scene, athletic and three drinks deep before noon.",sfw,community,261,2014-08-04
6132c7fa95,mentor_f0b4c1,"A shy guide whose lessons unfold slowly, scholarly and remembered long after the lamps are lit.",sfw,official,2040,2014-10-15
8fbc63eb70,mystery_3c2ffd,"A chaotic private investigator with a cold case file and a colder coffee, rebellious under the desk lamp.",sfw,community,3637,2014-02-07
7dbd0c8edd,romance_c5f52d,"sarcastic, broody, and just back in town for one more chance at the one who got away.",suggestive,community,841,2014-08-06
1050e1bb4e,mystery_de8cb4,"A artistic sleuth haunted by the one suspect who got away, witty and three steps ahead of the precinct.",mature,community,166,2014-10-24
933cd18157,slice_a52d62,"A noble neighbor from down the hall, brave and always good company on a rainy Sunday.",suggestive,community,229,2014-05-20
0ecbd4e009,historical_316857,"A rebellious general from a forgotten campaign, loyal when the historians come asking for memoirs.",sfw,community,368,2014-06-29
7274963d7d,horror_fc87f5,"A brave echo in the empty house, spiritual as it learns the shape of your name.",suggestive,official,2266,2014-03-27
14060b5631,romance_13ceb6,"A witty soul who falls hard and writes letters at dawn, skeptical but never careless.",suggestive,community,811,2014-10-01
264a30884a,historical_e14d57,"A sarcastic scholar of the late dynasty, dominant in court and in correspondence across the empire.",mature,community,66,2014-07-05
289da49c1e,mystery_16c8a6,"A tech-savvy private investigator with a cold case file and a colder coffee, introverted under the desk lamp.",sfw,community,1376,2014-05-23
7570caf286,anime_9a4cfa,"A dominant rookie pilot of an experimental mech, cunning on the eve of the first sortie.",sfw,community,1684,2014-03-05
954721e9f7,comedic_0923b7,"A artistic sidekick who steals every scene, dominant and three drinks deep before noon.",suggestive,community,105,2014-02-12
26fb944a90,mentor_9c690a,"A optimistic elder who lives quietly at the edge of the village, brave for the students who finally arrive.",sfw,official,2283,2014-04-26
90d1d5866a,horror_6840f7,"A brave thing that lingers behind the mirror, witty when the lights begin to flicker.",suggestive,community,25,2014-10-24
4bacc2356c,anime_40d1bc,"A brave transfer student with a secret promise to keep, scholarly and ready to fight for their friends.",suggestive,community,4526,2014-03-13
5473fa9bad,horror_624807,A artistic presence that whispers from the shadows -- dominant and patient.,suggestive,community,91,2014-08-06
b40b61e0b0,romance_06b8bd,"playful and nurturing, searching for love between heartbreaks.",sfw,community,505,2014-01-09
986c61cd9d,horror_b959dc,A artistic presence that whispers from the shadows -- cunning and patient.,mature,official,918,2014-08-15
174b609ce4,anime_da4bed,"A tech-savvy high-school protagonist with a hidden power awakening, rebellious when the rooftop bell rings.",suggestive,community,307,2014-07-02
ad630550df,mystery_00cd96,"A sarcastic sleuth haunted by the one suspect who got away, nurturing and three steps ahead of the precinct.",suggestive,community,160,2014-03-16
